bitcoin-wallet-7.07-prod,SweepWalletFragment$FakeTransaction,Information Holder,wallet.ui.send,,wallet.ui.send.SweepWalletFragment$FakeTransaction
bitcoin-wallet-7.07-prod,SweepWalletViewModel,Information Holder,wallet.ui.send,,wallet.ui.send.SweepWalletViewModel
bitcoin-wallet-7.07-prod,SweepWalletViewModel$State,Information Holder,wallet.ui.send,,wallet.ui.send.SweepWalletViewModel$State
bitcoin-wallet-7.07-prod,Base43,Service Provider,wallet.util,,wallet.util.Base43
bitcoin-wallet-7.07-prod,Bluetooth,Service Provider,wallet.util,,wallet.util.Bluetooth
bitcoin-wallet-7.07-prod,CheatSheet,Service Provider,wallet.util,,wallet.util.CheatSheet
bitcoin-wallet-7.07-prod,CrashReporter,Service Provider,wallet.util,,wallet.util.CrashReporter
bitcoin-wallet-7.07-prod,CrashReporter$ExceptionHandler,Service Provider,wallet.util,,wallet.util.CrashReporter$ExceptionHandler
bitcoin-wallet-7.07-prod,Crypto,Service Provider,wallet.util,,wallet.util.Crypto
bitcoin-wallet-7.07-prod,Formats,Service Provider,wallet.util,,wallet.util.Formats
bitcoin-wallet-7.07-prod,GenericUtils,Service Provider,wallet.util,,wallet.util.GenericUtils
bitcoin-wallet-7.07-prod,Installer,Service Provider,wallet.util,,wallet.util.Installer
bitcoin-wallet-7.07-prod,Iso8601Format,Service Provider,wallet.util,,wallet.util.Iso8601Format
bitcoin-wallet-7.07-prod,MonetarySpannable,Service Provider,wallet.util,,wallet.util.MonetarySpannable
bitcoin-wallet-7.07-prod,Nfc,Service Provider,wallet.util,,wallet.util.Nfc
bitcoin-wallet-7.07-prod,OnFirstPreDraw,Service Provider,wallet.util,,wallet.util.OnFirstPreDraw
bitcoin-wallet-7.07-prod,OnFirstPreDraw$Callback,Service Provider,wallet.util,,wallet.util.OnFirstPreDraw$Callback
bitcoin-wallet-7.07-prod,Qr,Service Provider,wallet.util,,wallet.util.Qr
bitcoin-wallet-7.07-prod,Toast,Service Provider,wallet.util,,wallet.util.Toast
bitcoin-wallet-7.07-prod,ViewPagerTabs,Interfacer,wallet.util,,wallet.util.ViewPagerTabs
bitcoin-wallet-7.07-prod,WalletUtils,Service Provider,wallet.util,,wallet.util.WalletUtils
bitcoin-wallet-7.07-prod,WalletUtils$MonospaceSpan,Service Provider,wallet.util,,wallet.util.WalletUtils$MonospaceSpan
bitcoin-wallet-7.07-prod,WholeStringBuilder,Service Provider,wallet.util,,wallet.util.WholeStringBuilder
bitcoin-wallet-7.07-prod,,,data,wallet,wallet.data
bitcoin-wallet-7.07-prod,,,offline,wallet,wallet.offline
bitcoin-wallet-7.07-prod,,,service,wallet,wallet.service
bitcoin-wallet-7.07-prod,,,wallet,,wallet
bitcoin-wallet-7.07-prod,,,scan,wallet.ui,wallet.ui.scan
bitcoin-wallet-7.07-prod,,,preference,wallet.ui,wallet.ui.preference
bitcoin-wallet-7.07-prod,,,send,wallet.ui,wallet.ui.send
bitcoin-wallet-7.07-prod,,,util,wallet,wallet.util
bitcoin-wallet-7.07-prod,,,backup,wallet.ui,wallet.ui.backup
bitcoin-wallet-7.07-prod,,,sample,wallet.integration,wallet.integration.sample
bitcoin-wallet-7.07-prod,,,ui,wallet,wallet.ui
bitcoin-wallet-7.07-prod,,,monitor,wallet.ui,wallet.ui.monitor
bitcoin-wallet-7.07-prod,,,android,wallet.integration,wallet.integration.android
version,class,role,package,parent,full
bitcoin-wallet-7.12-prod,Configuration,Information Holder,wallet,,wallet.Configuration
bitcoin-wallet-7.12-prod,Constants,Information Holder,wallet,,wallet.Constants
bitcoin-wallet-7.12-prod,Constants$Files,Information Holder,wallet,,wallet.Constants$Files
bitcoin-wallet-7.12-prod,Logging,Service Provider,wallet,,wallet.Logging
bitcoin-wallet-7.12-prod,WalletApplication,Controller,wallet,,wallet.WalletApplication
bitcoin-wallet-7.12-prod,WalletApplication$OnWalletLoadedListener,Service Provider,wallet,,wallet.WalletApplication$OnWalletLoadedListener
bitcoin-wallet-7.12-prod,WalletBalanceWidgetProvider,Interfacer,wallet,,wallet.WalletBalanceWidgetProvider
bitcoin-wallet-7.12-prod,AbstractWalletLiveData,Information Holder,wallet.data,,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.12-prod,AddressBookDao,Service Provider,wallet.data,,wallet.data.AddressBookDao
bitcoin-wallet-7.12-prod,AddressBookEntry,Information Holder,wallet.data,,wallet.data.AddressBookEntry
bitcoin-wallet-7.12-prod,AppDatabase,Information Holder,wallet.data,,wallet.data.AppDatabase
bitcoin-wallet-7.12-prod,BlockchainStateLiveData,Information Holder,wallet.data,,wallet.data.BlockchainStateLiveData
bitcoin-wallet-7.12-prod,ConfigFormatLiveData,Information Holder,wallet.data,,wallet.data.ConfigFormatLiveData
bitcoin-wallet-7.12-prod,ConfigOwnNameLiveData,Information Holder,wallet.data,,wallet.data.ConfigOwnNameLiveData
bitcoin-wallet-7.12-prod,DynamicFeeLiveData,Structurer,wallet.data,,wallet.data.DynamicFeeLiveData
bitcoin-wallet-7.12-prod,ExchangeRate,Information Holder,wallet.data,,wallet.data.ExchangeRate
bitcoin-wallet-7.12-prod,ExchangeRatesProvider,Service Provider,wallet.data,,wallet.data.ExchangeRatesProvider
bitcoin-wallet-7.12-prod,PaymentIntent,Structurer,wallet.data,,wallet.data.PaymentIntent
bitcoin-wallet-7.12-prod,PaymentIntent$Output,Coordinator,wallet.data,,wallet.data.PaymentIntent$Output
bitcoin-wallet-7.12-prod,PaymentIntent$Standard,Information Holder,wallet.data,,wallet.data.PaymentIntent$Standard
bitcoin-wallet-7.12-prod,SelectedExchangeRateLiveData,Coordinator,wallet.data,,wallet.data.SelectedExchangeRateLiveData
bitcoin-wallet-7.12-prod,ThrottelingLiveData,Information Holder,wallet.data,,wallet.data.ThrottelingLiveData
bitcoin-wallet-7.12-prod,TimeLiveData,Information Holder,wallet.data,,wallet.data.TimeLiveData
bitcoin-wallet-7.12-prod,WalletBalanceLiveData,Structurer,wallet.data,,wallet.data.WalletBalanceLiveData
bitcoin-wallet-7.12-prod,WalletBalanceLiveData$WalletListener,Service Provider,wallet.data,,wallet.data.WalletBalanceLiveData$WalletListener
bitcoin-wallet-7.12-prod,WalletLiveData,Service Provider,wallet.data,,wallet.data.WalletLiveData
bitcoin-wallet-7.12-prod,BitcoinIntegration,Controller,wallet.integration.android,,wallet.integration.android.BitcoinIntegration
bitcoin-wallet-7.12-prod,SampleActivity,Interfacer,wallet.integration.sample,,wallet.integration.sample.SampleActivity
bitcoin-wallet-7.12-prod,AcceptBluetoothService,Interfacer,wallet.offline,,wallet.offline.AcceptBluetoothService
bitcoin-wallet-7.12-prod,AcceptBluetoothThread,Coordinator,wallet.offline,,wallet.offline.AcceptBluetoothThread
bitcoin-wallet-7.12-prod,AcceptBluetoothThread$ClassicBluetoothThread,Service Provider,wallet.offline,,wallet.offline.AcceptBluetoothThread$ClassicBluetoothThread
bitcoin-wallet-7.12-prod,AcceptBluetoothThread$PaymentProtocolThread,Service Provider,wallet.offline,,wallet.offline.AcceptBluetoothThread$PaymentProtocolThread
bitcoin-wallet-7.12-prod,DirectPaymentTask,Service Provider,wallet.offline,,wallet.offline.DirectPaymentTask
bitcoin-wallet-7.12-prod,DirectPaymentTask$BluetoothPaymentTask,Service Provider,wallet.offline,,wallet.offline.DirectPaymentTask$BluetoothPaymentTask
bitcoin-wallet-7.12-prod,DirectPaymentTask$HttpPaymentTask,Service Provider,wallet.offline,,wallet.offline.DirectPaymentTask$HttpPaymentTask
bitcoin-wallet-7.12-prod,DirectPaymentTask$ResultCallback,Service Provider,wallet.offline,,wallet.offline.DirectPaymentTask$ResultCallback
bitcoin-wallet-7.12-prod,BlockchainService,Interfacer,wallet.service,,wallet.service.BlockchainService
bitcoin-wallet-7.12-prod,BlockchainService$ImpedimentsLiveData,Structurer,wallet.service,,wallet.service.BlockchainService$ImpedimentsLiveData
bitcoin-wallet-7.12-prod,BlockchainService$LocalBinder,Information Holder,wallet.service,,wallet.service.BlockchainService$LocalBinder
bitcoin-wallet-7.12-prod,BlockchainService$NewTransactionLiveData,Information Holder,wallet.service,,wallet.service.BlockchainService$NewTransactionLiveData
bitcoin-wallet-7.12-prod,BlockchainService$PeerConnectivityListener,Service Provider,wallet.service,,wallet.service.BlockchainService$PeerConnectivityListener
bitcoin-wallet-7.12-prod,BlockchainState,Information Holder,wallet.service,,wallet.service.BlockchainState
bitcoin-wallet-7.12-prod,BlockchainState$Impediment,Information Holder,wallet.service,,wallet.service.BlockchainState$Impediment
bitcoin-wallet-7.12-prod,BootstrapReceiver,Service Provider,wallet.service,,wallet.service.BootstrapReceiver
bitcoin-wallet-7.12-prod,InactivityNotificationService,Interfacer,wallet.service,,wallet.service.InactivityNotificationService
bitcoin-wallet-7.12-prod,UpgradeWalletService,Coordinator,wallet.service,,wallet.service.UpgradeWalletService
bitcoin-wallet-7.12-prod,AbstractWalletActivity,Coordinator,wallet.ui,,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.12-prod,AddressAndLabel,Service Provider,wallet.ui,,wallet.ui.AddressAndLabel
bitcoin-wallet-7.12-prod,AddressBookActivity,Coordinator,wallet.ui,,wallet.ui.AddressBookActivity
bitcoin-wallet-7.12-prod,AddressBookActivity$TwoFragmentAdapter,Information Holder,wallet.ui,,wallet.ui.AddressBookActivity$TwoFragmentAdapter
bitcoin-wallet-7.12-prod,AlertDialogsFragment,Interfacer,wallet.ui,,wallet.ui.AlertDialogsFragment
bitcoin-wallet-7.12-prod,AlertDialogsViewModel,Information Holder,wallet.ui,,wallet.ui.AlertDialogsViewModel
bitcoin-wallet-7.12-prod,BitmapFragment,Coordinator,wallet.ui,,wallet.ui.BitmapFragment
bitcoin-wallet-7.12-prod,CircularProgressView,Interfacer,wallet.ui,,wallet.ui.CircularProgressView
bitcoin-wallet-7.12-prod,CurrencyAmountView,Interfacer,wallet.ui,,wallet.ui.CurrencyAmountView
bitcoin-wallet-7.12-prod,CurrencyAmountView$Listener,Service Provider,wallet.ui,,wallet.ui.CurrencyAmountView$Listener
bitcoin-wallet-7.12-prod,CurrencyAmountView$TextViewListener,Service Provider,wallet.ui,,wallet.ui.CurrencyAmountView$TextViewListener
bitcoin-wallet-7.12-prod,CurrencyCalculatorLink,Information Holder,wallet.ui,,wallet.ui.CurrencyCalculatorLink
bitcoin-wallet-7.12-prod,CurrencySymbolDrawable,Information Holder,wallet.ui,,wallet.ui.CurrencySymbolDrawable
bitcoin-wallet-7.12-prod,CurrencyTextView,Interfacer,wallet.ui,,wallet.ui.CurrencyTextView
bitcoin-wallet-7.12-prod,DialogBuilder,Service Provider,wallet.ui,,wallet.ui.DialogBuilder
bitcoin-wallet-7.12-prod,DividerItemDecoration,Interfacer,wallet.ui,,wallet.ui.DividerItemDecoration
bitcoin-wallet-7.12-prod,EditAddressBookEntryFragment,Interfacer,wallet.ui,,wallet.ui.EditAddressBookEntryFragment
bitcoin-wallet-7.12-prod,EncryptKeysDialogFragment,Interfacer,wallet.ui,,wallet.ui.EncryptKeysDialogFragment
bitcoin-wallet-7.12-prod,EncryptKeysDialogFragment$State,Information Holder,wallet.ui,,wallet.ui.EncryptKeysDialogFragment$State
bitcoin-wallet-7.12-prod,Event,Information Holder,wallet.ui,,wallet.ui.Event
bitcoin-wallet-7.12-prod,Event$Observer,Service Provider,wallet.ui,,wallet.ui.Event$Observer
bitcoin-wallet-7.12-prod,ExchangeRatesActivity,Service Provider,wallet.ui,,wallet.ui.ExchangeRatesActivity
bitcoin-wallet-7.12-prod,ExchangeRatesAdapter,Structurer,wallet.ui,,wallet.ui.ExchangeRatesAdapter
bitcoin-wallet-7.12-prod,ExchangeRatesAdapter$ListItem,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesAdapter$ListItem
bitcoin-wallet-7.12-prod,ExchangeRatesAdapter$OnClickListener,Service Provider,wallet.ui,,wallet.ui.ExchangeRatesAdapter$OnClickListener
bitcoin-wallet-7.12-prod,ExchangeRatesAdapter$ViewHolder,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesAdapter$ViewHolder
bitcoin-wallet-7.12-prod,ExchangeRatesFragment,Interfacer,wallet.ui,,wallet.ui.ExchangeRatesFragment
bitcoin-wallet-7.12-prod,ExchangeRatesViewModel,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesViewModel
bitcoin-wallet-7.12-prod,ExchangeRatesViewModel$ExchangeRatesLiveData,Information Holder,wallet.ui,,wallet.ui.ExchangeRatesViewModel$ExchangeRatesLiveData
bitcoin-wallet-7.12-prod,FancyListFragment,Interfacer,wallet.ui,,wallet.ui.FancyListFragment
bitcoin-wallet-7.12-prod,HelpDialogFragment,Coordinator,wallet.ui,,wallet.ui.HelpDialogFragment
bitcoin-wallet-7.12-prod,InputParser,Service Provider,wallet.ui,,wallet.ui.InputParser
bitcoin-wallet-7.12-prod,InputParser$BinaryInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$BinaryInputParser
bitcoin-wallet-7.12-prod,InputParser$StreamInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$StreamInputParser
bitcoin-wallet-7.12-prod,InputParser$StringInputParser,Service Provider,wallet.ui,,wallet.ui.InputParser$StringInputParser
bitcoin-wallet-7.12-prod,MaybeMaintenanceFragment,Coordinator,wallet.ui,,wallet.ui.MaybeMaintenanceFragment
bitcoin-wallet-7.12-prod,MaybeMaintenanceViewModel,Information Holder,wallet.ui,,wallet.ui.MaybeMaintenanceViewModel
bitcoin-wallet-7.12-prod,MaybeMaintenanceViewModel$WalletMaintenanceRecommendedLiveData,Information Holder,wallet.ui,,wallet.ui.MaybeMaintenanceViewModel$WalletMaintenanceRecommendedLiveData
bitcoin-wallet-7.12-prod,ProgressDialogFragment,Service Provider,wallet.ui,,wallet.ui.ProgressDialogFragment
bitcoin-wallet-7.12-prod,ProgressDialogFragment$Observer,Service Provider,wallet.ui,,wallet.ui.ProgressDialogFragment$Observer
bitcoin-wallet-7.12-prod,ReportIssueDialogBuilder,Service Provider,wallet.ui,,wallet.ui.ReportIssueDialogBuilder
bitcoin-wallet-7.12-prod,ReportIssueDialogFragment,Interfacer,wallet.ui,,wallet.ui.ReportIssueDialogFragment
bitcoin-wallet-7.12-prod,ReportIssueViewModel,Information Holder,wallet.ui,,wallet.ui.ReportIssueViewModel
bitcoin-wallet-7.12-prod,RequestCoinsActivity,Coordinator,wallet.ui,,wallet.ui.RequestCoinsActivity
bitcoin-wallet-7.12-prod,RequestCoinsActivityViewModel,Information Holder,wallet.ui,,wallet.ui.RequestCoinsActivityViewModel
bitcoin-wallet-7.12-prod,RequestCoinsFragment,Interfacer,wallet.ui,,wallet.ui.RequestCoinsFragment
bitcoin-wallet-7.12-prod,RequestCoinsViewModel,Interfacer,wallet.ui,,wallet.ui.RequestCoinsViewModel
bitcoin-wallet-7.12-prod,RequestCoinsViewModel$FreshReceiveAddressLiveData,Information Holder,wallet.ui,,wallet.ui.RequestCoinsViewModel$FreshReceiveAddressLiveData
bitcoin-wallet-7.12-prod,SendCoinsQrActivity,Interfacer,wallet.ui,,wallet.ui.SendCoinsQrActivity
bitcoin-wallet-7.12-prod,SendingAddressesFragment,Interfacer,wallet.ui,,wallet.ui.SendingAddressesFragment
bitcoin-wallet-7.12-prod,SendingAddressesViewModel,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel
bitcoin-wallet-7.12-prod,SendingAddressesViewModel$AddressesToExcludeLiveData,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel$AddressesToExcludeLiveData
bitcoin-wallet-7.12-prod,SendingAddressesViewModel$ClipLiveData,Information Holder,wallet.ui,,wallet.ui.SendingAddressesViewModel$ClipLiveData
bitcoin-wallet-7.12-prod,ShowPasswordCheckListener,Service Provider,wallet.ui,,wallet.ui.ShowPasswordCheckListener
bitcoin-wallet-7.12-prod,StickToTopLinearLayoutManager,Service Provider,wallet.ui,,wallet.ui.StickToTopLinearLayoutManager
bitcoin-wallet-7.12-prod,TransactionsAdapter,Controller,wallet.ui,,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.12-prod,TransactionsAdapter$ChangeType,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$ChangeType
bitcoin-wallet-7.12-prod,TransactionsAdapter$ItemAnimator,Service Provider,wallet.ui,,wallet.ui.TransactionsAdapter$ItemAnimator
bitcoin-wallet-7.12-prod,TransactionsAdapter$ListItem,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$ListItem
bitcoin-wallet-7.12-prod,TransactionsAdapter$OnClickListener,Service Provider,wallet.ui,,wallet.ui.TransactionsAdapter$OnClickListener
bitcoin-wallet-7.12-prod,TransactionsAdapter$TransactionViewHolder,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$TransactionViewHolder
bitcoin-wallet-7.12-prod,TransactionsAdapter$WarningType,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$WarningType
bitcoin-wallet-7.12-prod,TransactionsAdapter$WarningViewHolder,Information Holder,wallet.ui,,wallet.ui.TransactionsAdapter$WarningViewHolder
bitcoin-wallet-7.12-prod,WalletActionsFragment,Coordinator,wallet.ui,,wallet.ui.WalletActionsFragment
bitcoin-wallet-7.12-prod,WalletActivity,Interfacer,wallet.ui,,wallet.ui.WalletActivity
bitcoin-wallet-7.12-prod,WalletActivity$QuickReturnBehavior,Service Provider,wallet.ui,,wallet.ui.WalletActivity$QuickReturnBehavior
bitcoin-wallet-7.12-prod,WalletActivityViewModel,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel
bitcoin-wallet-7.12-prod,WalletActivityViewModel$EnterAnimationState,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel$EnterAnimationState
bitcoin-wallet-7.12-prod,WalletActivityViewModel$WalletEncryptedLiveData,Service Provider,wallet.ui,,wallet.ui.WalletActivityViewModel$WalletEncryptedLiveData
bitcoin-wallet-7.12-prod,WalletActivityViewModel$WalletLegacyFallbackLiveData,Information Holder,wallet.ui,,wallet.ui.WalletActivityViewModel$WalletLegacyFallbackLiveData
bitcoin-wallet-7.12-prod,WalletAddressDialogFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressDialogFragment
bitcoin-wallet-7.12-prod,WalletAddressFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressFragment
bitcoin-wallet-7.12-prod,WalletAddressViewModel,Service Provider,wallet.ui,,wallet.ui.WalletAddressViewModel
bitcoin-wallet-7.12-prod,WalletAddressViewModel$CurrentAddressLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressViewModel$CurrentAddressLiveData
bitcoin-wallet-7.12-prod,WalletAddressesAdapter,Structurer,wallet.ui,,wallet.ui.WalletAddressesAdapter
bitcoin-wallet-7.12-prod,WalletAddressesFragment,Interfacer,wallet.ui,,wallet.ui.WalletAddressesFragment
bitcoin-wallet-7.12-prod,WalletAddressesViewModel,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel
bitcoin-wallet-7.12-prod,WalletAddressesViewModel$ImportedAddressesLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel$ImportedAddressesLiveData
bitcoin-wallet-7.12-prod,WalletAddressesViewModel$IssuedReceiveAddressesLiveData,Information Holder,wallet.ui,,wallet.ui.WalletAddressesViewModel$IssuedReceiveAddressesLiveData
bitcoin-wallet-7.12-prod,WalletBalanceFragment,Interfacer,wallet.ui,,wallet.ui.WalletBalanceFragment
bitcoin-wallet-7.12-prod,WalletBalanceViewModel,Information Holder,wallet.ui,,wallet.ui.WalletBalanceViewModel
bitcoin-wallet-7.12-prod,WalletDisclaimerFragment,Interfacer,wallet.ui,,wallet.ui.WalletDisclaimerFragment
bitcoin-wallet-7.12-prod,WalletDisclaimerViewModel,Information Holder,wallet.ui,,wallet.ui.WalletDisclaimerViewModel
bitcoin-wallet-7.12-prod,WalletDisclaimerViewModel$DisclaimerEnabledLiveData,Information Holder,wallet.ui,,wallet.ui.WalletDisclaimerViewModel$DisclaimerEnabledLiveData
bitcoin-wallet-7.12-prod,WalletTransactionsFragment,Interfacer,wallet.ui,,wallet.ui.WalletTransactionsFragment
bitcoin-wallet-7.12-prod,WalletTransactionsViewModel,Interfacer,wallet.ui,,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.12-prod,WalletTransactionsViewModel$Direction,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$Direction
bitcoin-wallet-7.12-prod,WalletTransactionsViewModel$TransactionsConfidenceLiveData,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData
bitcoin-wallet-7.12-prod,WalletTransactionsViewModel$TransactionsLiveData,Information Holder,wallet.ui,,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData
bitcoin-wallet-7.12-prod,BackupWalletActivity,Service Provider,wallet.ui.backup,,wallet.ui.backup.BackupWalletActivity
bitcoin-wallet-7.12-prod,BackupWalletDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment
bitcoin-wallet-7.12-prod,BackupWalletDialogFragment$ErrorDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment$ErrorDialogFragment
bitcoin-wallet-7.12-prod,BackupWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.BackupWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.12-prod,BackupWalletViewModel,Information Holder,wallet.ui.backup,,wallet.ui.backup.BackupWalletViewModel
bitcoin-wallet-7.12-prod,FileAdapter,Structurer,wallet.ui.backup,,wallet.ui.backup.FileAdapter
bitcoin-wallet-7.12-prod,ImportDialogButtonEnablerListener,Service Provider,wallet.ui.backup,,wallet.ui.backup.ImportDialogButtonEnablerListener
bitcoin-wallet-7.12-prod,RestoreWalletDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletDialogFragment$FailureDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$FailureDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletDialogFragment$PermissionDeniedDialogFragment,Service Provider,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$PermissionDeniedDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletFromExternalActivity,Service Provider,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalActivity
bitcoin-wallet-7.12-prod,RestoreWalletFromExternalDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletFromExternalDialogFragment$FailureDialogFragment,Interfacer,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$FailureDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletFromExternalDialogFragment$SuccessDialogFragment,Coordinator,wallet.ui.backup,,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.12-prod,RestoreWalletViewModel,Information Holder,wallet.ui.backup,,wallet.ui.backup.RestoreWalletViewModel
bitcoin-wallet-7.12-prod,BlockListAdapter,Structurer,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.12-prod,BlockListAdapter$ListItem,Structurer,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$ListItem
bitcoin-wallet-7.12-prod,BlockListAdapter$OnClickListener,Service Provider,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$OnClickListener
bitcoin-wallet-7.12-prod,BlockListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListAdapter$ViewHolder
bitcoin-wallet-7.12-prod,BlockListFragment,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.BlockListFragment
bitcoin-wallet-7.12-prod,BlockListViewModel,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.12-prod,BlockListViewModel$BlocksLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel$BlocksLiveData
bitcoin-wallet-7.12-prod,BlockListViewModel$TransactionsLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData
bitcoin-wallet-7.12-prod,NetworkMonitorActivity,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.NetworkMonitorActivity
bitcoin-wallet-7.12-prod,NetworkMonitorActivity$PagerAdapter,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.NetworkMonitorActivity$PagerAdapter
bitcoin-wallet-7.12-prod,PeerListAdapter,Structurer,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.12-prod,PeerListAdapter$ListItem,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter$ListItem
bitcoin-wallet-7.12-prod,PeerListAdapter$ViewHolder,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListAdapter$ViewHolder
bitcoin-wallet-7.12-prod,PeerListFragment,Interfacer,wallet.ui.monitor,,wallet.ui.monitor.PeerListFragment
bitcoin-wallet-7.12-prod,PeerListViewModel,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.12-prod,PeerListViewModel$HostnamesLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData
bitcoin-wallet-7.12-prod,PeerListViewModel$PeersLiveData,Information Holder,wallet.ui.monitor,,wallet.ui.monitor.PeerListViewModel$PeersLiveData
bitcoin-wallet-7.12-prod,AboutFragment,Coordinator,wallet.ui.preference,,wallet.ui.preference.AboutFragment
bitcoin-wallet-7.12-prod,DiagnosticsFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.DiagnosticsFragment
bitcoin-wallet-7.12-prod,ExtendedPublicKeyFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.ExtendedPublicKeyFragment
bitcoin-wallet-7.12-prod,PreferenceActivity,Service Provider,wallet.ui.preference,,wallet.ui.preference.PreferenceActivity
bitcoin-wallet-7.12-prod,ResolveDnsTask,Service Provider,wallet.ui.preference,,wallet.ui.preference.ResolveDnsTask
bitcoin-wallet-7.12-prod,SettingsFragment,Interfacer,wallet.ui.preference,,wallet.ui.preference.SettingsFragment
bitcoin-wallet-7.12-prod,CameraManager,Information Holder,wallet.ui.scan,,wallet.ui.scan.CameraManager
bitcoin-wallet-7.12-prod,ScanActivity,Interfacer,wallet.ui.scan,,wallet.ui.scan.ScanActivity
bitcoin-wallet-7.12-prod,ScanActivity$AutoFocusRunnable,Service Provider,wallet.ui.scan,,wallet.ui.scan.ScanActivity$AutoFocusRunnable
bitcoin-wallet-7.12-prod,ScanActivity$WarnDialogFragment,Service Provider,wallet.ui.scan,,wallet.ui.scan.ScanActivity$WarnDialogFragment
bitcoin-wallet-7.12-prod,ScanViewModel,Information Holder,wallet.ui.scan,,wallet.ui.scan.ScanViewModel
bitcoin-wallet-7.12-prod,ScannerView,Interfacer,wallet.ui.scan,,wallet.ui.scan.ScannerView
bitcoin-wallet-7.12-prod,DecodePrivateKeyTask,Service Provider,wallet.ui.send,,wallet.ui.send.DecodePrivateKeyTask
bitcoin-wallet-7.12-prod,DeriveKeyTask,Service Provider,wallet.ui.send,,wallet.ui.send.DeriveKeyTask
bitcoin-wallet-7.12-prod,FeeCategory,Information Holder,wallet.ui.send,,wallet.ui.send.FeeCategory
