version,source,target
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.data.AddressBookDao
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.ui.TransactionsAdapter$OnClickListener
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.ui.TransactionsAdapter$WarningType
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsFragment,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.data.ConfigFormatLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.data.WalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.Event
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.TransactionsAdapter$ListItem
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.TransactionsAdapter$WarningType
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.WalletTransactionsViewModel$Direction
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$Direction,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsConfidenceLiveData,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.WalletTransactionsViewModel$TransactionsLiveData,wallet.ui.WalletTransactionsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment,wallet.ui.backup.BackupWalletDialogFragment$ErrorDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment,wallet.ui.backup.BackupWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment,wallet.ui.backup.BackupWalletViewModel
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment$ErrorDialogFragment,wallet.ui.backup.BackupWalletDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletDialogFragment$SuccessDialogFragment,wallet.ui.backup.BackupWalletDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.backup.BackupWalletViewModel,wallet.data.WalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment$PermissionDeniedDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment,wallet.ui.backup.RestoreWalletViewModel
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment$FailureDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment$PermissionDeniedDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletDialogFragment$SuccessDialogFragment,wallet.ui.backup.RestoreWalletDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$FailureDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$SuccessDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment,wallet.ui.backup.RestoreWalletViewModel
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$FailureDialogFragment,wallet.ui.backup.RestoreWalletFromExternalDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletFromExternalDialogFragment$SuccessDialogFragment,wallet.ui.backup.RestoreWalletFromExternalDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletViewModel,wallet.data.WalletBalanceLiveData
bitcoin-wallet-7.07-prod,wallet.ui.backup.RestoreWalletViewModel,wallet.ui.Event
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter,wallet.ui.monitor.BlockListAdapter$ListItem
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter,wallet.ui.monitor.BlockListAdapter$OnClickListener
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter,wallet.ui.monitor.BlockListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter$ListItem,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter$ListItem,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter$OnClickListener,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListAdapter$ViewHolder,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.ui.monitor.BlockListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.ui.monitor.BlockListAdapter$OnClickListener
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListFragment,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.data.TimeLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.data.WalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.ui.monitor.BlockListViewModel$BlocksLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$BlocksLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$BlocksLiveData,wallet.service.BlockchainService
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$BlocksLiveData,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.BlockListViewModel$TransactionsLiveData,wallet.ui.monitor.BlockListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.monitor.NetworkMonitorActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.monitor.NetworkMonitorActivity,wallet.ui.monitor.BlockListFragment
bitcoin-wallet-7.07-prod,wallet.ui.monitor.NetworkMonitorActivity,wallet.ui.monitor.NetworkMonitorActivity$PagerAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.NetworkMonitorActivity,wallet.ui.monitor.PeerListFragment
bitcoin-wallet-7.07-prod,wallet.ui.monitor.NetworkMonitorActivity$PagerAdapter,wallet.ui.monitor.NetworkMonitorActivity
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListAdapter,wallet.ui.monitor.PeerListAdapter$ListItem
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListAdapter,wallet.ui.monitor.PeerListAdapter$ViewHolder
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListAdapter$ListItem,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListAdapter$ViewHolder,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListFragment,wallet.ui.monitor.PeerListAdapter
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListFragment,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel,wallet.ui.monitor.PeerListViewModel$PeersLiveData
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel$HostnamesLiveData,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel$PeersLiveData,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel$PeersLiveData,wallet.service.BlockchainService
bitcoin-wallet-7.07-prod,wallet.ui.monitor.PeerListViewModel$PeersLiveData,wallet.ui.monitor.PeerListViewModel
bitcoin-wallet-7.07-prod,wallet.ui.preference.AboutFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.preference.DiagnosticsFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.preference.SettingsFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.preference.SettingsFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.scan.CameraManager
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.scan.ScanActivity$AutoFocusRunnable
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.scan.ScanActivity$WarnDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.scan.ScanViewModel
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity,wallet.ui.scan.ScannerView
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity$AutoFocusRunnable,wallet.ui.scan.ScanActivity
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanActivity$WarnDialogFragment,wallet.ui.scan.ScanActivity
bitcoin-wallet-7.07-prod,wallet.ui.scan.ScanViewModel,wallet.ui.Event
bitcoin-wallet-7.07-prod,wallet.ui.send.MaintenanceDialogFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.MaintenanceDialogFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.MaintenanceDialogFragment,wallet.ui.send.MaintenanceDialogFragment$State
bitcoin-wallet-7.07-prod,wallet.ui.send.MaintenanceDialogFragment$State,wallet.ui.send.MaintenanceDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment,wallet.ui.send.RaiseFeeDialogFragment$State
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment,wallet.ui.send.RaiseFeeViewModel
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeDialogFragment$State,wallet.ui.send.RaiseFeeDialogFragment
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.RaiseFeeViewModel,wallet.data.DynamicFeeLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask,wallet.data.PaymentIntent
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask,wallet.ui.send.RequestPaymentRequestTask$BluetoothRequestTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask,wallet.ui.send.RequestPaymentRequestTask$HttpRequestTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask,wallet.ui.send.RequestPaymentRequestTask$ResultCallback
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$BluetoothRequestTask,wallet.ui.send.RequestPaymentRequestTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$BluetoothRequestTask,wallet.ui.send.RequestPaymentRequestTask$ResultCallback
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$HttpRequestTask,wallet.ui.send.RequestPaymentRequestTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$HttpRequestTask,wallet.ui.send.RequestPaymentRequestTask$ResultCallback
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$ResultCallback,wallet.data.PaymentIntent
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestPaymentRequestTask$ResultCallback,wallet.ui.send.RequestPaymentRequestTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask,wallet.ui.send.RequestWalletBalanceTask$ElectrumServer
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask,wallet.ui.send.RequestWalletBalanceTask$JsonRpcRequest
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask,wallet.ui.send.RequestWalletBalanceTask$JsonRpcResponse
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask,wallet.ui.send.RequestWalletBalanceTask$ResultCallback
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask$ElectrumServer,wallet.ui.send.RequestWalletBalanceTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask$JsonRpcRequest,wallet.ui.send.RequestWalletBalanceTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask$JsonRpcResponse,wallet.ui.send.RequestWalletBalanceTask
bitcoin-wallet-7.07-prod,wallet.ui.send.RequestWalletBalanceTask$ResultCallback,wallet.ui.send.RequestWalletBalanceTask
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsActivity,wallet.data.PaymentIntent
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsActivity,wallet.ui.send.FeeCategory
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsActivity,wallet.ui.send.SendCoinsActivityViewModel
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsActivityViewModel,wallet.ui.Event
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.data.AddressBookDao
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.data.PaymentIntent
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.CurrencyAmountView
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.CurrencyAmountView$Listener
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.CurrencyCalculatorLink
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.TransactionsAdapter$TransactionViewHolder
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.send.FeeCategory
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.send.SendCoinsFragment$ReceivingAddressListener
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.send.SendCoinsFragment$ReceivingAddressViewAdapter
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.send.SendCoinsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment,wallet.ui.send.SendCoinsViewModel$State
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment$ReceivingAddressListener,wallet.ui.send.SendCoinsFragment
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment$ReceivingAddressViewAdapter,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsFragment$ReceivingAddressViewAdapter,wallet.ui.send.SendCoinsFragment
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.AddressBookEntry
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.BlockchainStateLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.DynamicFeeLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.PaymentIntent
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.SelectedExchangeRateLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.WalletBalanceLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.data.WalletLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.ui.AddressAndLabel
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.ui.send.FeeCategory
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel,wallet.ui.send.SendCoinsViewModel$State
bitcoin-wallet-7.07-prod,wallet.ui.send.SendCoinsViewModel$State,wallet.ui.send.SendCoinsViewModel
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletActivity,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.Configuration
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.AbstractWalletActivity
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.TransactionsAdapter
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.TransactionsAdapter$TransactionViewHolder
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.send.SweepWalletFragment$FakeTransaction
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.send.SweepWalletViewModel
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment,wallet.ui.send.SweepWalletViewModel$State
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletFragment$FakeTransaction,wallet.ui.send.SweepWalletFragment
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletViewModel,wallet.WalletApplication
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletViewModel,wallet.data.DynamicFeeLiveData
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletViewModel,wallet.ui.send.SweepWalletViewModel$State
bitcoin-wallet-7.07-prod,wallet.ui.send.SweepWalletViewModel$State,wallet.ui.send.SweepWalletViewModel
bitcoin-wallet-7.07-prod,wallet.util.CrashReporter,wallet.util.CrashReporter$ExceptionHandler
bitcoin-wallet-7.07-prod,wallet.util.CrashReporter$ExceptionHandler,wallet.util.CrashReporter
bitcoin-wallet-7.07-prod,wallet.util.OnFirstPreDraw,wallet.util.OnFirstPreDraw$Callback
bitcoin-wallet-7.07-prod,wallet.util.OnFirstPreDraw$Callback,wallet.util.OnFirstPreDraw
bitcoin-wallet-7.07-prod,wallet.util.WalletUtils,wallet.util.WalletUtils$MonospaceSpan
bitcoin-wallet-7.07-prod,wallet.util.WalletUtils$MonospaceSpan,wallet.util.WalletUtils
version,source,target
bitcoin-wallet-7.12-prod,wallet.Configuration,wallet.data.ExchangeRate
bitcoin-wallet-7.12-prod,wallet.Constants,wallet.Constants$Files
bitcoin-wallet-7.12-prod,wallet.Constants$Files,wallet.Constants
bitcoin-wallet-7.12-prod,wallet.WalletApplication,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.WalletApplication,wallet.WalletApplication$OnWalletLoadedListener
bitcoin-wallet-7.12-prod,wallet.WalletApplication$OnWalletLoadedListener,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.WalletBalanceWidgetProvider,wallet.data.ExchangeRate
bitcoin-wallet-7.12-prod,wallet.data.AbstractWalletLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.AbstractWalletLiveData,wallet.WalletApplication$OnWalletLoadedListener
bitcoin-wallet-7.12-prod,wallet.data.AbstractWalletLiveData,wallet.data.ThrottelingLiveData
bitcoin-wallet-7.12-prod,wallet.data.AddressBookDao,wallet.data.AddressBookEntry
bitcoin-wallet-7.12-prod,wallet.data.AppDatabase,wallet.data.AddressBookDao
bitcoin-wallet-7.12-prod,wallet.data.BlockchainStateLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.BlockchainStateLiveData,wallet.service.BlockchainState
bitcoin-wallet-7.12-prod,wallet.data.ConfigFormatLiveData,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.data.ConfigFormatLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.ConfigOwnNameLiveData,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.data.ConfigOwnNameLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.DynamicFeeLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.DynamicFeeLiveData,wallet.ui.send.FeeCategory
bitcoin-wallet-7.12-prod,wallet.data.ExchangeRatesProvider,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.data.ExchangeRatesProvider,wallet.data.ExchangeRate
bitcoin-wallet-7.12-prod,wallet.data.PaymentIntent,wallet.data.PaymentIntent$Output
bitcoin-wallet-7.12-prod,wallet.data.PaymentIntent,wallet.data.PaymentIntent$Standard
bitcoin-wallet-7.12-prod,wallet.data.PaymentIntent$Output,wallet.data.PaymentIntent
bitcoin-wallet-7.12-prod,wallet.data.PaymentIntent$Standard,wallet.data.PaymentIntent
bitcoin-wallet-7.12-prod,wallet.data.SelectedExchangeRateLiveData,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.data.SelectedExchangeRateLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.SelectedExchangeRateLiveData,wallet.data.ExchangeRate
bitcoin-wallet-7.12-prod,wallet.data.TimeLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.WalletBalanceLiveData,wallet.Configuration
bitcoin-wallet-7.12-prod,wallet.data.WalletBalanceLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.WalletBalanceLiveData,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.12-prod,wallet.data.WalletBalanceLiveData,wallet.data.WalletBalanceLiveData$WalletListener
bitcoin-wallet-7.12-prod,wallet.data.WalletBalanceLiveData$WalletListener,wallet.data.WalletBalanceLiveData
bitcoin-wallet-7.12-prod,wallet.data.WalletLiveData,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.data.WalletLiveData,wallet.data.AbstractWalletLiveData
bitcoin-wallet-7.12-prod,wallet.offline.AcceptBluetoothService,wallet.WalletApplication
bitcoin-wallet-7.12-prod,wallet.offline.AcceptBluetoothService,wallet.data.WalletLiveData
bitcoin-wallet-7.12-prod,wallet.offline.AcceptBluetoothService,wallet.offline.AcceptBluetoothThread
bitcoin-wallet-7.12-prod,wallet.offline.AcceptBluetoothThread,wallet.offline.AcceptBluetoothThread$ClassicBluetoothThread
bitcoin-wallet-7.12-prod,wallet.offline.AcceptBluetoothThread,wallet.offline.AcceptBluetoothThread$PaymentProtocolThread
